App,Category,Rating,Reviews,Size,Install,Type,Price,Content_Rating,Genres,Last_Updated,Android_Version
JackThreads: Men's Shopping,SHOPPING,4,13085,2.7,1000000,Free,0,Teen,Shopping,11/08/17,2.0.8
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,52,10000000,Free,0,Everyone,Shopping,08/01/18,4.4 and up
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916569,Varies with device,100000000,Free,0,Teen,Shopping,08/06/18,4.4 and up
LivingSocial - Local Deals,SHOPPING,4.1,28523,29,5000000,Free,0,Everyone,Shopping,08/03/18,4.4 and up
zulily - Shop Daily Deals in Fashion and Home,SHOPPING,4.5,28560,Varies with device,1000000,Free,0,Everyone,Shopping,07/23/18,4.4 and up
MiniInTheBox Online Shopping,SHOPPING,3.9,34171,Varies with device,1000000,Free,0,Everyone,Shopping,07/24/18,4.4 and up
Zappos – Shoe shopping made simple,SHOPPING,4.5,44588,20,5000000,Free,0,Everyone,Shopping,07/12/18,5.0 and up
Urban Outfitters,SHOPPING,4.2,4158,23,500000,Free,0,Teen,Shopping,07/02/18,Varies with device
Tophatter - 90 Second Auctions,SHOPPING,4.3,105773,Varies with device,10000000,Free,0,Everyone,Shopping,08/05/18,Varies with device
Amazon Shopping,SHOPPING,4.3,909204,42,100000000,Free,0,Teen,Shopping,07/31/18,Varies with device
Shopfully - Weekly Ads & Deals,SHOPPING,4.4,279428,16,10000000,Free,0,Everyone,Shopping,08/03/18,4.4 and up
Slickdeals: Coupons & Shopping,SHOPPING,4.5,33583,12,1000000,Free,0,Everyone,Shopping,07/30/18,4.0.3 and up
Wanelo Shopping,SHOPPING,4.6,94205,6.5,1000000,Free,0,Everyone,Shopping,06/13/18,4.4 and up
"RetailMeNot - Coupons, Deals & Discount Shopping",SHOPPING,4.4,210208,Varies with device,10000000,Free,0,Everyone,Shopping,08/01/18,Varies with device
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15,10000000,Free,0,Teen,Shopping,08/03/18,Varies with device
Poshmark - Buy & Sell Fashion,SHOPPING,4.3,46153,17,10000000,Free,0,Everyone,Shopping,08/04/18,4.1 and up
Target - now with Cartwheel,SHOPPING,4.1,68406,24,10000000,Free,0,Everyone,Shopping,07/25/18,Varies with device
ASOS,SHOPPING,4.7,181798,22,10000000,Free,0,Everyone,Shopping,07/30/18,Varies with device
"Overstock – Home Decor, Furniture Shopping",SHOPPING,4.4,25719,Varies with device,1000000,Free,0,Teen,Shopping,08/06/18,Varies with device
ZALORA Fashion Shopping,SHOPPING,4.2,142512,15,10000000,Free,0,Everyone,Shopping,07/25/18,4.1 and up
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,Varies with device,100000000,Free,0,Teen,Shopping,07/30/18,2.0.8
Fancy,SHOPPING,4.2,39735,18,5000000,Free,0,Teen,Shopping,07/25/18,5.0 and up
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,500000,Free,0,Everyone,Shopping,07/13/18,4.4 and up
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14,500000,Free,0,Everyone,Shopping,07/25/18,4.4 and up
JackThreads: Men's Shopping,SHOPPING,4,13085,2.7,1000000,Free,0,Teen,Shopping,11/08/17,4.4 and up
LivingSocial - Local Deals,SHOPPING,4.1,28523,29,5000000,Free,0,Everyone,Shopping,08/03/18,4.1 and up
Zappos – Shoe shopping made simple,SHOPPING,4.5,44588,20,5000000,Free,0,Everyone,Shopping,07/12/18,4.4 and up
Wanelo Shopping,SHOPPING,4.6,94205,6.5,1000000,Free,0,Everyone,Shopping,06/13/18,Varies with device
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15,10000000,Free,0,Teen,Shopping,08/03/18,4.1 and up
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,50000000,Free,0,Teen,Shopping,08/03/18,4.4 and up
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,Varies with device,100000000,Free,0,Teen,Shopping,07/30/18,4.4 and up
Find&Save - Local Shopping,SHOPPING,4,4602,6.2,500000,Free,0,Everyone,Shopping,12/22/17,3.3.1.41
Receipt Hog - Receipts to Cash,SHOPPING,4.5,72596,19,1000000,Free,0,Teen,Shopping,08/03/18,4.4 and up
ShopSavvy Barcode & QR Scanner,SHOPPING,4.1,110425,27,10000000,Free,0,Everyone,Shopping,06/18/18,4.4 and up
"Savory - Deals,Freebies,Sales",SHOPPING,4.4,2375,1.1,100000,Free,0,Everyone,Shopping,11/02/16,4.4 and up
JackThreads: Men's Shopping,SHOPPING,4,13085,2.7,1000000,Free,0,Teen,Shopping,11/08/17,4.0.2
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5917485,Varies with device,100000000,Free,0,Teen,Shopping,08/06/18,4.1 and up
Newegg Mobile,SHOPPING,4.5,35497,16,1000000,Free,0,Everyone,Shopping,07/11/18,Varies with device
REI – Shop Outdoor Gear,SHOPPING,4.4,3878,8.8,100000,Free,0,Everyone,Shopping,05/08/18,Varies with device
Slickdeals: Coupons & Shopping,SHOPPING,4.5,33583,12,1000000,Free,0,Everyone,Shopping,07/30/18,4.4 and up
Target - now with Cartwheel,SHOPPING,4.1,68406,24,10000000,Free,0,Everyone,Shopping,08/06/18,4.4 and up
The Home Depot,SHOPPING,4.3,44071,56,5000000,Free,0,Everyone,Shopping,07/19/18,Varies with device
Wish - Shopping Made Fun,SHOPPING,4.5,6212081,15,100000000,Free,0,Everyone,Shopping,08/03/18,4.1 and up
Fancy,SHOPPING,4.2,39735,18,5000000,Free,0,Teen,Shopping,07/25/18,Varies with device
Boxed Wholesale,SHOPPING,3.8,6380,Varies with device,1000000,Free,0,Everyone,Shopping,08/02/18,Varies with device
La La-Shop Designer Brands Street,SHOPPING,4.5,5123,14,500000,Free,0,Everyone,Shopping,07/28/18,Varies with device
ASOS,SHOPPING,4.7,181823,22,10000000,Free,0,Everyone,Shopping,07/30/18,2.0.8
